response,version,folder,historical_filename,sha256
16,v1.6,16-v1.6-hard-portal-retarded-kernel,integrated_status_v1_6.png,fcc4847f951e2be7639637663730f8849224e86ba13e3144dbe66d84d54e61b5
16,v1.6,16-v1.6-hard-portal-retarded-kernel,integrated_acceptance_matrix_v1_6.csv,56fcfbab24e191d78d30e81018356c2c65d1aa9c3a6af4843baeb2f6ea2d3bbc
16,v1.6,16-v1.6-hard-portal-retarded-kernel,publication_readiness_matrix_v1_6.csv,56fcfbab24e191d78d30e81018356c2c65d1aa9c3a6af4843baeb2f6ea2d3bbc
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_onshell_width_v1_6.png,d719b4d52151198cc384fbde781e61e69c17d1ba03d1f5eac321689eb3c60672
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_group_decomposition_v1_6.png,206548dcd9e2ef686fed6edb6c3bd4ab48ca0311815daafb53eec614452cac00
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_retarded_grid_v1_6.png,74e8954f0b83a28389de482eb95d6bc72915b3d029d25d394a84c3db5d2ec677
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_kms_noise_v1_6.png,3b778aa636b810887262a3aeb51812a705451cad45c1704a788d15a401c12c21
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_wigner_relaxation_v1_6.png,9779f989c7d9ef4c3a75bd40e41e3b52d38ab6e0917dd7442d8a6ecc5d33c6c5
16,v1.6,16-v1.6-hard-portal-retarded-kernel,hard_portal_retarded_research_package_v1_6.zip,14d71813ffe3d7dd62fcef16ebad60f98e35c6d0ad1b2f90a9e40374575b3508
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,gauge_covariant_correlator_closure_v1_7.pdf,73df729f1361adebf48f74ec97119ce5e378d48b443dd3f0376871784077d353
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,gauge_covariant_correlator_closure_v1_7.tex,1f99de51d0a3f6c4e3ec2017b6c256365f8033644789c34fcd499b51ccef6dc8
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,gauge_covariant_correlator_closure_v1_7.md,1447df097c753ca193271d53157a89dd3e44bc24215726f60482f2a03fe264fe
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,verify_gauge_covariant_correlator_v1_7.py,e0d066d4b94315bd431e084c12b06a5498ac8350e7cf921be8c8281595b9e080
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,gauge_covariant_correlator_results_v1_7.json,4a5fbaeaaef5194b6d64d7ff0550480e578f04b523c8a59e07644a2f3a1a23f0
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,gauge_covariant_correlator_arrays_v1_7.npz,d4848db23a4f3748cdef77b15e1c995592e41ac20c569fbd54e54bd4ba6bbb56
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,gauge_covariant_correlator_acceptance_matrix_v1_7.csv,d42dc14115f3cbd54146f0e5322eea677b616e0170f6506a0998a999b5bb8405
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,ward_identity_closure_v1_7.png,7ecb174254b538f4fff6dad1dfc77685a6629b1e646ae322b428b3e3220abff2
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,nielsen_pole_invariance_v1_7.png,21d88516be9bc9f1428a6f609f6390c8a9c1a516734e56215d94678ea4751c9a
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,bfm_retarded_kernel_v1_7.png,e47cc47af3a6fd936a09a245ada3da6ae46c103a1b54dcdfd0f0032adace00d0
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,singlet_control_spectral_v1_7.png,8d0155975c1b6a127a40357786106c839291b58b67b1a11ea0de5b9de6cb5c62
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,correlator_closure_architecture_v1_7.png,613fbbff3d0fdfdcb14f625c8bb315658cc7820939f31df6a5c35aaae2b67d10
17,v1.7,17-v1.7-gauge-covariant-correlator-closure,gauge_covariant_correlator_research_package_v1_7.zip,ec4ba780875c45b5079860c830fce555fde8d5c258f89939e56c8ec932948676
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_closure_v1_8.pdf,05b8ffebadc74a3245aa57f6bc49348061b27595478215a762d85155648057cf
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_closure_v1_8.tex,d3ae77fb1900134932cfd5c1563c2604edf8028bd3301d3efd663194c19e2425
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_closure_v1_8.md,b57dbcda1d9f960440a8ced252beb63aa948fb7729eb83cb7678eb5a3628457b
18,v1.8,18-v1.8-pre-hpc-closure,verify_pre_hpc_closure_v1_8.py,49b89fd6e02dfdd7d540df3c484072e1fff12f7a8d07972af74f591ee18c108c
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_closure_arrays_v1_8.npz,e35d6761da16b7b75310ef409bcf7a0bae5780cc79b278176785a5c37a830eab
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_closure_results_v1_8.json,e16a2e98782583bef1ebe20d4486e1d25ea5a23b9cff743af937a3b5d9f86e68
18,v1.8,18-v1.8-pre-hpc-closure,config/hpc_solver_spec_v1_8.yaml,7180f4cb579bc151ae3e397052242dcf850043ca3c695f01dc5afe1b57ba2284
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_acceptance_matrix_v1_8.csv,523ce02af8b509f61a76b08ca3a501ad8ccd29199bc9e0f7117367adca139e3a
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_claim_matrix_v1_8.csv,523ce02af8b509f61a76b08ca3a501ad8ccd29199bc9e0f7117367adca139e3a
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_resource_estimates_v1_8.csv,523ce02af8b509f61a76b08ca3a501ad8ccd29199bc9e0f7117367adca139e3a
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_launch_checklist_v1_8.md,b57dbcda1d9f960440a8ced252beb63aa948fb7729eb83cb7678eb5a3628457b
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_pointwise_matching_v1_8.png,d7ce1dffaefabac558b29c7be3a92d81acaf8001f0025b54e340790af514da8f
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_factorization_cancellation_v1_8.png,48842310c2625709b6393a2b59a5ee4b3ac4b75a3cb3606cd115cbff0fc2b495
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_transverse_vertices_v1_8.png,d25cffd37374dfc639309a6f0b4f739595fcd6f106522665ad80e749b9d4e234
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_singlet_bse_v1_8.png,f98f991549b15a0997ff3a81cedaf1e5a137c3cc31bc0948864709378d491268
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_resource_scaling_v1_8.png,35e3cbcfe7309dbb8a64a10ee4711e646a64ac8d1ecef62a2e65e57922fe1f21
18,v1.8,18-v1.8-pre-hpc-closure,prehpc_closure_research_package_v1_8.zip,5d7e2d2e68352945dcafee35108672da7ffd4223f758d1913063d34036032f6d
